P [bar]    mc [ mol/kg]    xw_C   rho_W [kg/m3]   rho_C [kg/m3]    Z_W    Z_C    eps_r    chiw_W    chiw_C    Ndchi1w/dNw    Ndchi1w/dNc   Vdchi1w/dV
257.53   1.8154   0.000771   1015.76   884.58    0.183387   0.492031   68.7834    0.0942   0.9759    -0.0732   -0.0505   0.0724
258.03   1.8160   0.000771   1015.78   884.99    0.183741   0.492757   68.7839    0.0942   0.9759    -0.0732   -0.0505   0.0724
258.53   1.8166   0.000771   1015.80   885.41    0.184095   0.493482   68.7845    0.0942   0.9759    -0.0732   -0.0505   0.0724
259.03   1.8172   0.000771   1015.83   885.82    0.184450   0.494208   68.7850    0.0942   0.9759    -0.0732   -0.0505   0.0724
259.53   1.8178   0.000770   1015.85   886.23    0.184804   0.494933   68.7855    0.0942   0.9759    -0.0732   -0.0505   0.0724
260.03   1.8183   0.000770   1015.88   886.63    0.185158   0.495658   68.7860    0.0942   0.9759    -0.0732   -0.0505   0.0724
260.53   1.8189   0.000770   1015.90   887.04    0.185512   0.496383   68.7866    0.0942   0.9759    -0.0732   -0.0505   0.0724
261.03   1.8195   0.000770   1015.92   887.45    0.185867   0.497108   68.7871    0.0942   0.9759    -0.0732   -0.0505   0.0724
261.53   1.8201   0.000769   1015.95   887.85    0.186221   0.497832   68.7876    0.0942   0.9758    -0.0732   -0.0505   0.0724
262.03   1.8207   0.000769   1015.97   888.26    0.186575   0.498557   68.7882    0.0942   0.9758    -0.0732   -0.0505   0.0724
262.53   1.8213   0.000769   1015.99   888.66    0.186930   0.499281   68.7887    0.0942   0.9758    -0.0732   -0.0505   0.0724
263.03   1.8218   0.000769   1016.02   889.07    0.187284   0.500006   68.7892    0.0942   0.9758    -0.0732   -0.0505   0.0724
263.53   1.8224   0.000769   1016.04   889.47    0.187638   0.500730   68.7898    0.0942   0.9758    -0.0732   -0.0505   0.0724
264.03   1.8230   0.000768   1016.06   889.87    0.187992   0.501454   68.7903    0.0942   0.9758    -0.0732   -0.0505   0.0724
264.53   1.8236   0.000768   1016.09   890.27    0.188346   0.502178   68.7908    0.0942   0.9758    -0.0732   -0.0505   0.0724
265.03   1.8242   0.000768   1016.11   890.67    0.188701   0.502901   68.7914    0.0942   0.9758    -0.0732   -0.0505   0.0724
265.53   1.8247   0.000768   1016.13   891.07    0.189055   0.503625   68.7919    0.0942   0.9758    -0.0732   -0.0505   0.0724
266.03   1.8253   0.000767   1016.16   891.46    0.189409   0.504348   68.7925    0.0942   0.9758    -0.0732   -0.0505   0.0724
266.53   1.8259   0.000767   1016.18   891.86    0.189763   0.505072   68.7930    0.0942   0.9758    -0.0732   -0.0505   0.0724
267.03   1.8265   0.000767   1016.20   892.26    0.190117   0.505795   68.7936    0.0942   0.9758    -0.0732   -0.0505   0.0724
267.53   1.8271   0.000767   1016.23   892.65    0.190471   0.506518   68.7941    0.0942   0.9758    -0.0732   -0.0505   0.0724
268.03   1.8276   0.000767   1016.25   893.04    0.190826   0.507241   68.7947    0.0942   0.9758    -0.0732   -0.0505   0.0724
268.53   1.8282   0.000766   1016.27   893.44    0.191180   0.507963   68.7952    0.0942   0.9757    -0.0732   -0.0505   0.0724
269.03   1.8288   0.000766   1016.30   893.83    0.191534   0.508686   68.7958    0.0942   0.9757    -0.0732   -0.0505   0.0724
269.53   1.8293   0.000766   1016.32   894.22    0.191888   0.509408   68.7963    0.0942   0.9757    -0.0732   -0.0505   0.0724
270.03   1.8299   0.000766   1016.34   894.61    0.192242   0.510131   68.7969    0.0942   0.9757    -0.0732   -0.0505   0.0725
270.53   1.8305   0.000765   1016.37   895.00    0.192596   0.510853   68.7974    0.0942   0.9757    -0.0732   -0.0505   0.0725
271.03   1.8311   0.000765   1016.39   895.39    0.192950   0.511575   68.7980    0.0942   0.9757    -0.0732   -0.0505   0.0725
271.53   1.8316   0.000765   1016.41   895.78    0.193304   0.512297   68.7986    0.0942   0.9757    -0.0732   -0.0505   0.0725
272.03   1.8322   0.000765   1016.44   896.16    0.193658   0.513019   68.7991    0.0942   0.9757    -0.0732   -0.0505   0.0725
272.53   1.8328   0.000765   1016.46   896.55    0.194013   0.513740   68.7997    0.0942   0.9757    -0.0732   -0.0505   0.0725
273.03   1.8333   0.000764   1016.48   896.94    0.194367   0.514462   68.8003    0.0942   0.9757    -0.0732   -0.0505   0.0725
273.53   1.8339   0.000764   1016.51   897.32    0.194721   0.515183   68.8008    0.0942   0.9757    -0.0732   -0.0505   0.0725
274.03   1.8345   0.000764   1016.53   897.70    0.195075   0.515904   68.8014    0.0942   0.9757    -0.0732   -0.0505   0.0725
274.53   1.8350   0.000764   1016.55   898.09    0.195429   0.516625   68.8020    0.0942   0.9757    -0.0732   -0.0505   0.0725
275.03   1.8356   0.000763   1016.58   898.47    0.195783   0.517346   68.8025    0.0942   0.9757    -0.0732   -0.0505   0.0725
275.53   1.8362   0.000763   1016.60   898.85    0.196137   0.518067   68.8031    0.0942   0.9756    -0.0732   -0.0505   0.0725
276.03   1.8367   0.000763   1016.62   899.23    0.196491   0.518788   68.8037    0.0942   0.9756    -0.0732   -0.0505   0.0725
276.53   1.8373   0.000763   1016.65   899.61    0.196845   0.519508   68.8043    0.0942   0.9756    -0.0732   -0.0505   0.0725
277.03   1.8379   0.000763   1016.67   899.99    0.197199   0.520229   68.8048    0.0942   0.9756    -0.0732   -0.0505   0.0725
277.53   1.8384   0.000762   1016.69   900.37    0.197553   0.520949   68.8054    0.0942   0.9756    -0.0732   -0.0505   0.0725
278.03   1.8390   0.000762   1016.72   900.74    0.197907   0.521669   68.8060    0.0942   0.9756    -0.0732   -0.0505   0.0725
278.53   1.8395   0.000762   1016.74   901.12    0.198261   0.522389   68.8066    0.0942   0.9756    -0.0732   -0.0505   0.0725
279.03   1.8401   0.000762   1016.76   901.50    0.198615   0.523109   68.8072    0.0942   0.9756    -0.0732   -0.0505   0.0725
279.53   1.8407   0.000762   1016.79   901.87    0.198969   0.523828   68.8077    0.0942   0.9756    -0.0732   -0.0505   0.0725
280.03   1.8412   0.000761   1016.81   902.24    0.199323   0.524548   68.8083    0.0942   0.9756    -0.0732   -0.0505   0.0725
280.53   1.8418   0.000761   1016.83   902.62    0.199677   0.525267   68.8089    0.0942   0.9756    -0.0732   -0.0505   0.0725
281.03   1.8423   0.000761   1016.85   902.99    0.200030   0.525986   68.8095    0.0942   0.9756    -0.0732   -0.0505   0.0725
281.53   1.8429   0.000761   1016.88   903.36    0.200384   0.526706   68.8101    0.0942   0.9756    -0.0732   -0.0505   0.0725
282.03   1.8434   0.000760   1016.90   903.73    0.200738   0.527425   68.8107    0.0941   0.9756    -0.0732   -0.0505   0.0725
282.53   1.8440   0.000760   1016.92   904.10    0.201092   0.528143   68.8113    0.0941   0.9756    -0.0732   -0.0505   0.0725
283.03   1.8446   0.000760   1016.95   904.47    0.201446   0.528862   68.8119    0.0941   0.9755    -0.0732   -0.0505   0.0725
283.53   1.8451   0.000760   1016.97   904.84    0.201800   0.529581   68.8125    0.0941   0.9755    -0.0732   -0.0505   0.0725
284.03   1.8457   0.000760   1016.99   905.21    0.202154   0.530299   68.8131    0.0941   0.9755    -0.0732   -0.0505   0.0725
284.53   1.8462   0.000759   1017.02   905.58    0.202508   0.531017   68.8137    0.0941   0.9755    -0.0732   -0.0505   0.0725
285.03   1.8468   0.000759   1017.04   905.94    0.202862   0.531735   68.8143    0.0941   0.9755    -0.0732   -0.0505   0.0725
285.53   1.8473   0.000759   1017.06   906.31    0.203215   0.532453   68.8149    0.0941   0.9755    -0.0732   -0.0505   0.0725
286.03   1.8479   0.000759   1017.09   906.67    0.203569   0.533171   68.8155    0.0941   0.9755    -0.0732   -0.0505   0.0725
286.53   1.8484   0.000759   1017.11   907.04    0.203923   0.533889   68.8161    0.0941   0.9755    -0.0732   -0.0505   0.0725
287.03   1.8490   0.000758   1017.13   907.40    0.204277   0.534607   68.8167    0.0941   0.9755    -0.0732   -0.0505   0.0725
287.53   1.8495   0.000758   1017.16   907.76    0.204631   0.535324   68.8173    0.0941   0.9755    -0.0732   -0.0505   0.0725
288.03   1.8501   0.000758   1017.18   908.12    0.204985   0.536041   68.8179    0.0941   0.9755    -0.0732   -0.0505   0.0725
288.53   1.8506   0.000758   1017.20   908.49    0.205338   0.536758   68.8185    0.0941   0.9755    -0.0732   -0.0505   0.0725
289.03   1.8512   0.000758   1017.22   908.85    0.205692   0.537475   68.8191    0.0941   0.9755    -0.0732   -0.0505   0.0725
289.53   1.8517   0.000757   1017.25   909.21    0.206046   0.538192   68.8197    0.0941   0.9755    -0.0732   -0.0505   0.0725
290.03   1.8523   0.000757   1017.27   909.56    0.206400   0.538909   68.8203    0.0941   0.9755    -0.0732   -0.0505   0.0725
290.53   1.8528   0.000757   1017.29   909.92    0.206754   0.539626   68.8209    0.0941   0.9755    -0.0732   -0.0505   0.0725
291.03   1.8533   0.000757   1017.32   910.28    0.207107   0.540342   68.8216    0.0941   0.9754    -0.0732   -0.0505   0.0725
291.53   1.8539   0.000756   1017.34   910.64    0.207461   0.541058   68.8222    0.0941   0.9754    -0.0732   -0.0505   0.0725
292.03   1.8544   0.000756   1017.36   910.99    0.207815   0.541775   68.8228    0.0941   0.9754    -0.0732   -0.0505   0.0725
292.53   1.8550   0.000756   1017.39   911.35    0.208168   0.542491   68.8234    0.0941   0.9754    -0.0732   -0.0505   0.0725
293.03   1.8555   0.000756   1017.41   911.70    0.208522   0.543207   68.8240    0.0941   0.9754    -0.0732   -0.0505   0.0725
293.53   1.8561   0.000756   1017.43   912.06    0.208876   0.543922   68.8246    0.0941   0.9754    -0.0732   -0.0505   0.0725
294.03   1.8566   0.000755   1017.45   912.41    0.209230   0.544638   68.8253    0.0941   0.9754    -0.0732   -0.0505   0.0725
294.53   1.8571   0.000755   1017.48   912.76    0.209583   0.545353   68.8259    0.0941   0.9754    -0.0732   -0.0505   0.0725
295.03   1.8577   0.000755   1017.50   913.11    0.209937   0.546069   68.8265    0.0941   0.9754    -0.0732   -0.0505   0.0725
295.53   1.8582   0.000755   1017.52   913.47    0.210291   0.546784   68.8271    0.0941   0.9754    -0.0732   -0.0505   0.0725
296.03   1.8588   0.000755   1017.55   913.82    0.210644   0.547499   68.8278    0.0941   0.9754    -0.0732   -0.0505   0.0725
296.53   1.8593   0.000754   1017.57   914.17    0.210998   0.548214   68.8284    0.0941   0.9754    -0.0732   -0.0505   0.0725
297.03   1.8598   0.000754   1017.59   914.52    0.211352   0.548929   68.8290    0.0941   0.9754    -0.0732   -0.0505   0.0725
297.53   1.8604   0.000754   1017.62   914.86    0.211705   0.549643   68.8297    0.0941   0.9754    -0.0732   -0.0505   0.0725
298.03   1.8609   0.000754   1017.64   915.21    0.212059   0.550358   68.8303    0.0941   0.9754    -0.0732   -0.0505   0.0725
298.53   1.8614   0.000754   1017.66   915.56    0.212413   0.551072   68.8309    0.0941   0.9754    -0.0732   -0.0505   0.0725
299.03   1.8620   0.000753   1017.68   915.90    0.212766   0.551787   68.8316    0.0941   0.9754    -0.0732   -0.0505   0.0725
299.53   1.8625   0.000753   1017.71   916.25    0.213120   0.552501   68.8322    0.0941   0.9753    -0.0732   -0.0505   0.0725
300.03   1.8630   0.000753   1017.73   916.60    0.213473   0.553215   68.8328    0.0941   0.9753    -0.0732   -0.0505   0.0725
300.53   1.8636   0.000753   1017.75   916.94    0.213827   0.553929   68.8335    0.0941   0.9753    -0.0732   -0.0505   0.0725
301.03   1.8641   0.000753   1017.78   917.28    0.214181   0.554642   68.8341    0.0941   0.9753    -0.0732   -0.0505   0.0725
301.53   1.8646   0.000752   1017.80   917.63    0.214534   0.555356   68.8347    0.0941   0.9753    -0.0732   -0.0505   0.0725
302.03   1.8652   0.000752   1017.82   917.97    0.214888   0.556069   68.8354    0.0941   0.9753    -0.0732   -0.0505   0.0725
302.53   1.8657   0.000752   1017.84   918.31    0.215241   0.556782   68.8360    0.0941   0.9753    -0.0732   -0.0505   0.0725
303.03   1.8662   0.000752   1017.87   918.65    0.215595   0.557496   68.8367    0.0941   0.9753    -0.0732   -0.0505   0.0725
303.53   1.8668   0.000752   1017.89   918.99    0.215948   0.558209   68.8373    0.0941   0.9753    -0.0732   -0.0505   0.0725
304.03   1.8673   0.000751   1017.91   919.33    0.216302   0.558921   68.8380    0.0941   0.9753    -0.0732   -0.0505   0.0725
304.53   1.8678   0.000751   1017.94   919.67    0.216656   0.559634   68.8386    0.0941   0.9753    -0.0732   -0.0505   0.0725
305.03   1.8683   0.000751   1017.96   920.01    0.217009   0.560347   68.8393    0.0941   0.9753    -0.0732   -0.0505   0.0725
305.53   1.8689   0.000751   1017.98   920.35    0.217363   0.561059   68.8399    0.0941   0.9753    -0.0732   -0.0505   0.0725
306.03   1.8694   0.000751   1018.00   920.69    0.217716   0.561772   68.8406    0.0941   0.9753    -0.0732   -0.0505   0.0725
306.53   1.8699   0.000750   1018.03   921.02    0.218070   0.562484   68.8412    0.0941   0.9753    -0.0732   -0.0506   0.0725
307.03   1.8704   0.000750   1018.05   921.36    0.218423   0.563196   68.8419    0.0941   0.9753    -0.0732   -0.0506   0.0725
307.53   1.8710   0.000750   1018.07   921.69    0.218776   0.563908   68.8425    0.0941   0.9753    -0.0732   -0.0506   0.0725
308.03   1.8715   0.000750   1018.09   922.03    0.219130   0.564619   68.8432    0.0941   0.9752    -0.0732   -0.0506   0.0725
308.53   1.8720   0.000750   1018.12   922.36    0.219483   0.565331   68.8438    0.0941   0.9752    -0.0732   -0.0506   0.0725
309.03   1.8725   0.000749   1018.14   922.70    0.219837   0.566043   68.8445    0.0941   0.9752    -0.0732   -0.0506   0.0725
309.53   1.8731   0.000749   1018.16   923.03    0.220190   0.566754   68.8452    0.0941   0.9752    -0.0732   -0.0506   0.0725
310.03   1.8736   0.000749   1018.19   923.36    0.220544   0.567465   68.8458    0.0941   0.9752    -0.0732   -0.0506   0.0725
310.53   1.8741   0.000749   1018.21   923.69    0.220897   0.568176   68.8465    0.0941   0.9752    -0.0732   -0.0506   0.0725
311.03   1.8746   0.000749   1018.23   924.03    0.221251   0.568887   68.8471    0.0941   0.9752    -0.0732   -0.0506   0.0725
311.53   1.8752   0.000748   1018.25   924.36    0.221604   0.569598   68.8478    0.0941   0.9752    -0.0732   -0.0506   0.0725
312.03   1.8757   0.000748   1018.28   924.69    0.221957   0.570309   68.8485    0.0941   0.9752    -0.0732   -0.0506   0.0725
312.53   1.8762   0.000748   1018.30   925.02    0.222311   0.571019   68.8491    0.0941   0.9752    -0.0732   -0.0506   0.0725
313.03   1.8767   0.000748   1018.32   925.34    0.222664   0.571730   68.8498    0.0941   0.9752    -0.0732   -0.0506   0.0725
313.53   1.8772   0.000748   1018.34   925.67    0.223018   0.572440   68.8505    0.0941   0.9752    -0.0732   -0.0506   0.0725
314.03   1.8777   0.000747   1018.37   926.00    0.223371   0.573150   68.8511    0.0941   0.9752    -0.0732   -0.0506   0.0725
314.53   1.8783   0.000747   1018.39   926.33    0.223724   0.573860   68.8518    0.0941   0.9752    -0.0732   -0.0506   0.0725
315.03   1.8788   0.000747   1018.41   926.65    0.224078   0.574570   68.8525    0.0941   0.9752    -0.0732   -0.0506   0.0725
315.53   1.8793   0.000747   1018.44   926.98    0.224431   0.575280   68.8532    0.0941   0.9752    -0.0732   -0.0506   0.0725
316.03   1.8798   0.000747   1018.46   927.30    0.224784   0.575989   68.8538    0.0941   0.9752    -0.0732   -0.0506   0.0725
316.53   1.8803   0.000747   1018.48   927.63    0.225138   0.576699   68.8545    0.0941   0.9752    -0.0732   -0.0506   0.0725
317.03   1.8808   0.000746   1018.50   927.95    0.225491   0.577408   68.8552    0.0941   0.9752    -0.0732   -0.0506   0.0725
317.53   1.8814   0.000746   1018.53   928.28    0.225844   0.578117   68.8559    0.0941   0.9751    -0.0732   -0.0506   0.0725
318.03   1.8819   0.000746   1018.55   928.60    0.226197   0.578826   68.8565    0.0941   0.9751    -0.0732   -0.0506   0.0725
318.53   1.8824   0.000746   1018.57   928.92    0.226551   0.579535   68.8572    0.0941   0.9751    -0.0732   -0.0506   0.0725
319.03   1.8829   0.000746   1018.59   929.24    0.226904   0.580244   68.8579    0.0941   0.9751    -0.0732   -0.0506   0.0725
319.53   1.8834   0.000745   1018.62   929.56    0.227257   0.580953   68.8586    0.0941   0.9751    -0.0732   -0.0506   0.0725
320.03   1.8839   0.000745   1018.64   929.89    0.227611   0.581661   68.8593    0.0941   0.9751    -0.0732   -0.0506   0.0725
320.53   1.8844   0.000745   1018.66   930.21    0.227964   0.582370   68.8599    0.0941   0.9751    -0.0732   -0.0506   0.0725
321.03   1.8849   0.000745   1018.68   930.52    0.228317   0.583078   68.8606    0.0941   0.9751    -0.0732   -0.0506   0.0725
321.53   1.8854   0.000745   1018.71   930.84    0.228670   0.583786   68.8613    0.0941   0.9751    -0.0732   -0.0506   0.0725
322.03   1.8860   0.000744   1018.73   931.16    0.229024   0.584494   68.8620    0.0941   0.9751    -0.0732   -0.0506   0.0725
322.53   1.8865   0.000744   1018.75   931.48    0.229377   0.585202   68.8627    0.0941   0.9751    -0.0732   -0.0506   0.0725
323.03   1.8870   0.000744   1018.77   931.80    0.229730   0.585910   68.8634    0.0941   0.9751    -0.0732   -0.0506   0.0725
323.53   1.8875   0.000744   1018.80   932.11    0.230083   0.586617   68.8641    0.0941   0.9751    -0.0732   -0.0506   0.0725
324.03   1.8880   0.000744   1018.82   932.43    0.230436   0.587325   68.8647    0.0941   0.9751    -0.0732   -0.0506   0.0725
324.53   1.8885   0.000743   1018.84   932.75    0.230790   0.588032   68.8654    0.0941   0.9751    -0.0732   -0.0506   0.0725
325.03   1.8890   0.000743   1018.86   933.06    0.231143   0.588739   68.8661    0.0941   0.9751    -0.0732   -0.0506   0.0725
325.53   1.8895   0.000743   1018.89   933.37    0.231496   0.589446   68.8668    0.0941   0.9751    -0.0732   -0.0506   0.0725
326.03   1.8900   0.000743   1018.91   933.69    0.231849   0.590153   68.8675    0.0941   0.9751    -0.0732   -0.0506   0.0725
326.53   1.8905   0.000743   1018.93   934.00    0.232202   0.590860   68.8682    0.0941   0.9751    -0.0732   -0.0506   0.0725
327.03   1.8910   0.000743   1018.96   934.32    0.232555   0.591567   68.8689    0.0941   0.9751    -0.0732   -0.0506   0.0725
327.53   1.8915   0.000742   1018.98   934.63    0.232908   0.592273   68.8696    0.0941   0.9750    -0.0732   -0.0506   0.0725
328.03   1.8920   0.000742   1019.00   934.94    0.233262   0.592980   68.8703    0.0941   0.9750    -0.0732   -0.0506   0.0725
328.53   1.8925   0.000742   1019.02   935.25    0.233615   0.593686   68.8710    0.0941   0.9750    -0.0732   -0.0506   0.0725
329.03   1.8930   0.000742   1019.05   935.56    0.233968   0.594392   68.8717    0.0941   0.9750    -0.0732   -0.0506   0.0725
329.53   1.8935   0.000742   1019.07   935.87    0.234321   0.595098   68.8724    0.0941   0.9750    -0.0732   -0.0506   0.0725
330.03   1.8940   0.000741   1019.09   936.18    0.234674   0.595804   68.8731    0.0941   0.9750    -0.0732   -0.0506   0.0725
330.53   1.8945   0.000741   1019.11   936.49    0.235027   0.596510   68.8738    0.0941   0.9750    -0.0732   -0.0506   0.0725
331.03   1.8950   0.000741   1019.13   936.80    0.235380   0.597215   68.8745    0.0941   0.9750    -0.0732   -0.0506   0.0725
331.53   1.8955   0.000741   1019.16   937.11    0.235733   0.597921   68.8752    0.0941   0.9750    -0.0732   -0.0506   0.0725
332.03   1.8960   0.000741   1019.18   937.41    0.236086   0.598626   68.8759    0.0941   0.9750    -0.0732   -0.0506   0.0725
332.53   1.8965   0.000740   1019.20   937.72    0.236439   0.599331   68.8766    0.0941   0.9750    -0.0732   -0.0506   0.0725
333.03   1.8970   0.000740   1019.22   938.03    0.236792   0.600036   68.8773    0.0941   0.9750    -0.0733   -0.0506   0.0725
333.53   1.8975   0.000740   1019.25   938.33    0.237145   0.600741   68.8781    0.0941   0.9750    -0.0733   -0.0506   0.0725
334.03   1.8980   0.000740   1019.27   938.64    0.237498   0.601446   68.8788    0.0941   0.9750    -0.0733   -0.0506   0.0725
334.53   1.8985   0.000740   1019.29   938.94    0.237851   0.602151   68.8795    0.0941   0.9750    -0.0733   -0.0506   0.0725
335.03   1.8990   0.000740   1019.31   939.25    0.238204   0.602855   68.8802    0.0941   0.9750    -0.0733   -0.0506   0.0725
335.53   1.8995   0.000739   1019.34   939.55    0.238557   0.603560   68.8809    0.0941   0.9750    -0.0733   -0.0506   0.0725
336.03   1.9000   0.000739   1019.36   939.86    0.238910   0.604264   68.8816    0.0941   0.9750    -0.0733   -0.0506   0.0725
336.53   1.9005   0.000739   1019.38   940.16    0.239263   0.604968   68.8823    0.0941   0.9750    -0.0733   -0.0506   0.0725
337.03   1.9010   0.000739   1019.40   940.46    0.239616   0.605672   68.8830    0.0941   0.9750    -0.0733   -0.0506   0.0725
337.53   1.9015   0.000739   1019.43   940.76    0.239969   0.606376   68.8838    0.0941   0.9749    -0.0733   -0.0506   0.0725
338.03   1.9020   0.000738   1019.45   941.07    0.240322   0.607080   68.8845    0.0941   0.9749    -0.0733   -0.0506   0.0725
338.53   1.9025   0.000738   1019.47   941.37    0.240675   0.607784   68.8852    0.0941   0.9749    -0.0733   -0.0506   0.0725
339.03   1.9030   0.000738   1019.49   941.67    0.241028   0.608487   68.8859    0.0941   0.9749    -0.0733   -0.0506   0.0725
339.53   1.9034   0.000738   1019.52   941.97    0.241381   0.609191   68.8866    0.0941   0.9749    -0.0733   -0.0506   0.0725
340.03   1.9039   0.000738   1019.54   942.27    0.241734   0.609894   68.8874    0.0941   0.9749    -0.0733   -0.0506   0.0725
340.53   1.9044   0.000738   1019.56   942.57    0.242087   0.610597   68.8881    0.0941   0.9749    -0.0733   -0.0506   0.0725
341.03   1.9049   0.000737   1019.58   942.86    0.242440   0.611300   68.8888    0.0941   0.9749    -0.0733   -0.0506   0.0725
341.53   1.9054   0.000737   1019.61   943.16    0.242793   0.612003   68.8895    0.0941   0.9749    -0.0733   -0.0506   0.0725
342.03   1.9059   0.000737   1019.63   943.46    0.243146   0.612706   68.8903    0.0941   0.9749    -0.0733   -0.0506   0.0725
342.53   1.9064   0.000737   1019.65   943.76    0.243498   0.613408   68.8910    0.0941   0.9749    -0.0733   -0.0506   0.0725
343.03   1.9069   0.000737   1019.67   944.05    0.243851   0.614111   68.8917    0.0941   0.9749    -0.0733   -0.0506   0.0725
343.53   1.9074   0.000736   1019.69   944.35    0.244204   0.614813   68.8924    0.0941   0.9749    -0.0733   -0.0506   0.0725
344.03   1.9078   0.000736   1019.72   944.64    0.244557   0.615515   68.8932    0.0941   0.9749    -0.0733   -0.0506   0.0725
344.53   1.9083   0.000736   1019.74   944.94    0.244910   0.616217   68.8939    0.0941   0.9749    -0.0733   -0.0506   0.0725
345.03   1.9088   0.000736   1019.76   945.23    0.245263   0.616919   68.8946    0.0941   0.9749    -0.0733   -0.0506   0.0725
345.53   1.9093   0.000736   1019.78   945.53    0.245615   0.617621   68.8954    0.0941   0.9749    -0.0733   -0.0506   0.0725
346.03   1.9098   0.000736   1019.81   945.82    0.245968   0.618323   68.8961    0.0941   0.9749    -0.0733   -0.0506   0.0725
346.53   1.9103   0.000735   1019.83   946.12    0.246321   0.619025   68.8968    0.0941   0.9749    -0.0733   -0.0506   0.0725
347.03   1.9108   0.000735   1019.85   946.41    0.246674   0.619726   68.8976    0.0941   0.9749    -0.0733   -0.0506   0.0725
347.53   1.9112   0.000735   1019.87   946.70    0.247027   0.620427   68.8983    0.0941   0.9749    -0.0733   -0.0506   0.0725
348.03   1.9117   0.000735   1019.89   946.99    0.247379   0.621129   68.8990    0.0941   0.9749    -0.0733   -0.0506   0.0725
348.53   1.9122   0.000735   1019.92   947.28    0.247732   0.621830   68.8998    0.0941   0.9749    -0.0733   -0.0506   0.0725
349.03   1.9127   0.000734   1019.94   947.57    0.248085   0.622531   68.9005    0.0941   0.9748    -0.0733   -0.0506   0.0725
349.53   1.9132   0.000734   1019.96   947.86    0.248438   0.623232   68.9012    0.0941   0.9748    -0.0733   -0.0506   0.0725
350.03   1.9137   0.000734   1019.98   948.15    0.248791   0.623932   68.9020    0.0941   0.9748    -0.0733   -0.0506   0.0725
350.53   1.9141   0.000734   1020.01   948.44    0.249143   0.624633   68.9027    0.0941   0.9748    -0.0733   -0.0506   0.0725
351.03   1.9146   0.000734   1020.03   948.73    0.249496   0.625333   68.9035    0.0941   0.9748    -0.0733   -0.0506   0.0725
351.53   1.9151   0.000734   1020.05   949.02    0.249849   0.626034   68.9042    0.0941   0.9748    -0.0733   -0.0506   0.0725
352.03   1.9156   0.000733   1020.07   949.31    0.250201   0.626734   68.9050    0.0941   0.9748    -0.0733   -0.0506   0.0725
352.53   1.9161   0.000733   1020.09   949.60    0.250554   0.627434   68.9057    0.0941   0.9748    -0.0733   -0.0506   0.0725
353.03   1.9165   0.000733   1020.12   949.89    0.250907   0.628134   68.9064    0.0941   0.9748    -0.0733   -0.0506   0.0725
353.53   1.9170   0.000733   1020.14   950.17    0.251259   0.628834   68.9072    0.0941   0.9748    -0.0733   -0.0506   0.0725
354.03   1.9175   0.000733   1020.16   950.46    0.251612   0.629533   68.9079    0.0941   0.9748    -0.0733   -0.0506   0.0725
354.53   1.9180   0.000733   1020.18   950.74    0.251965   0.630233   68.9087    0.0941   0.9748    -0.0733   -0.0506   0.0725
355.03   1.9184   0.000732   1020.21   951.03    0.252317   0.630932   68.9094    0.0941   0.9748    -0.0733   -0.0506   0.0725
355.53   1.9189   0.000732   1020.23   951.31    0.252670   0.631632   68.9102    0.0941   0.9748    -0.0733   -0.0506   0.0725
356.03   1.9194   0.000732   1020.25   951.60    0.253023   0.632331   68.9109    0.0941   0.9748    -0.0733   -0.0506   0.0725
356.53   1.9199   0.000732   1020.27   951.88    0.253375   0.633030   68.9117    0.0941   0.9748    -0.0733   -0.0506   0.0725
357.03   1.9203   0.000732   1020.29   952.17    0.253728   0.633729   68.9124    0.0941   0.9748    -0.0733   -0.0506   0.0725
357.53   1.9208   0.000731   1020.32   952.45    0.254081   0.634428   68.9132    0.0941   0.9748    -0.0733   -0.0506   0.0725
358.03   1.9213   0.000731   1020.34   952.73    0.254433   0.635127   68.9139    0.0941   0.9748    -0.0733   -0.0506   0.0725
358.53   1.9218   0.000731   1020.36   953.02    0.254786   0.635825   68.9147    0.0941   0.9748    -0.0733   -0.0506   0.0725
359.03   1.9222   0.000731   1020.38   953.30    0.255138   0.636524   68.9155    0.0941   0.9748    -0.0733   -0.0506   0.0725
359.53   1.9227   0.000731   1020.40   953.58    0.255491   0.637222   68.9162    0.0941   0.9748    -0.0733   -0.0506   0.0725
360.03   1.9232   0.000731   1020.43   953.86    0.255844   0.637920   68.9170    0.0941   0.9748    -0.0733   -0.0506   0.0725
360.53   1.9237   0.000730   1020.45   954.14    0.256196   0.638618   68.9177    0.0941   0.9747    -0.0733   -0.0506   0.0725
361.03   1.9241   0.000730   1020.47   954.42    0.256549   0.639316   68.9185    0.0941   0.9747    -0.0733   -0.0506   0.0725
361.53   1.9246   0.000730   1020.49   954.70    0.256901   0.640014   68.9192    0.0941   0.9747    -0.0733   -0.0506   0.0725
362.03   1.9251   0.000730   1020.51   954.98    0.257254   0.640712   68.9200    0.0941   0.9747    -0.0733   -0.0506   0.0725
362.53   1.9255   0.000730   1020.54   955.26    0.257606   0.641409   68.9208    0.0941   0.9747    -0.0733   -0.0506   0.0725
363.03   1.9260   0.000730   1020.56   955.54    0.257959   0.642107   68.9215    0.0941   0.9747    -0.0733   -0.0506   0.0725
363.53   1.9265   0.000729   1020.58   955.82    0.258311   0.642804   68.9223    0.0941   0.9747    -0.0733   -0.0506   0.0725
